word,bri,pos,eje
a,ca,posp,
"a cada rato, hace un rato",ebashí,adv,
a causa de,crá’ ta,fr posp,
a la manera de,dójcre,posp,
a medio cocinar,bujgué,adj,
a medio hacer,chichó’,adv,
a pie,crá tá,loc adv,
"a prisa, rápidamente",yéne,adv,
a través de,crá’ ta,fr posp,
abajo,naníshca,adv,
abalorio,shuyrá,sust,
abandonar,ájt,verbo,
abertura en los dedos de los pies,stit,sust,
abierto,cajcshí,adj,
abierto,ture’shí,adj,
abismo,diáshí,sust,
abogado,yodiíj,sust,
abrazar,ba’c,verbo,
abrigar,run’,verbo,
abrigo,é’ua cri’é,sust,
abrir,cajc,verbo,
abrir las piernas,crastac,verbo,
abuela,só’,sust,
abuelo,xasúj,sust,
aburrido,satcá,adj,
aburrirse,sat,verbo,
acaparar,crán’té’,verbo,
acaso,ori an’cá,adv,
acechado,huatení,adj,
acechar,huadá,verbo,
acechar,huatén’,verbo,
aceite,bú’,sust,
"acercándose hacia arriba (segundo plano), hacia acá",huájt,adv,
achiote,cric,sust,
ácido,duncá,adj,
ácido,dunón’,adj,
acomodar,é’,verbo,
acompañar,yá’bra,verbo,
aconsejar,tecshún’ (ca),verbo,
acordarse,chíc quí dójc,verbo,
acordarse,chíc qui tón’,verbo,
acordeón,crú’s,sust,
acostado,uní,adj,
acostarse,un’,verbo,
acostarse,yá’ ún’,verbo,
acostarse boca arriba,yá’ huaraún’,verbo,
acostarse de lado,yá’ chén’ un’,verbo,
acuclillarse,tuj,verbo,
acuerdo,o’guá,sust,
acumulación,shóncra,sust,
acumulación,shonícra,sust,
acumulado,shoní,adj,
adelantar,huájc,verbo,
adentro,ú chi cájc ta,loc adv,
adivinar,dójc,verbo,
admirar,cón’,verbo,
admirarse (de),huaxát (ca),verbo,
adónde,yaí,adv,
adorar,yasuc,verbo,
adormecido,xeát,adj,
adulto,soré’ca,sust,
afilado,ejtcá,adj,
afilar,cayá’,verbo,
afuera,rájxi,adv,
agachado,bucté’shi,adj,
agachado,cubus cubus,adj,
agachado,isbijcshí,adj,
agachado,shuajcá,adj,
agachado,shuajcbú’,adj,
"agachado de nalgas (flexión del tronco hacia los pies, manteniendo las piernas estirada, abiertas)",ijxiát,adv,
agacharse,isbíjc,verbo,
agacharse,shuajc,verbo,
agalla,shó’t,sust,
agarrar,crújc,verbo,
agriarse,duné’,verbo,
agricultor,te’í,sust,
agrio,duncá,adj,
agrio,dunón’,adj,
agua,dí’,sust,
aguacate,bu,sust,
aguantar,ajgó,verbo,
aguijón,drú’,sust,
águila,sú,sust,
aguja,cua’tún’,sust,
ahijada,dí’ te’uá,sust,
ahijado,dí’ te’uá,sust,
ahogado,chéjcá,adj,
"ahogar, ahogarse",chéjc,verbo,
ahogarse,chéjc,verbo,
ahumar,yícúp,verbo,
aire,shum,sust,
al otro lado,duáj ta,loc adv,
al otro lado de,duajguí,adv,
al parecer,ishcumú’,adv,
al revés,chen’uní,adv,
ala,cá,sust,
ala de pollo,cro cá,sust,
alacrán,qui’,sust,
alarmante,con’é,adj,
albahaca,xít quibíc,sust,
alcanzar,crújc,verbo,
alcanzar,cut,verbo,
aleta de pez,un’ yuré’,sust,
algodón,chubú,sust,
algún día,tén’,adv,
alisado,ro’pcá,adj,
allí (señalando un sitio que está a la vista del hablante),ye’é,adv,
allí (señalando un sitio que no está a la vista del hablante),yá ta,loc adv,
alma,huic,sust,
almacenado,brá’ca,adj,
almacenamiento,brá’uá,sust,
almacenar,brá’,verbo,
almizcle,xú’t,sust,
almohada,sadruné’,sust,
alondra,chontes,sust,
alrededor,shicujdé,posp,
altercado,yó chá,sust,
alto,ájt,adj,
alto,ajxí,adj,
"alto, elevado",ájtca,adj,
alumbrar,datshí’,verbo,
alumbrar,ro’,verbo,
alzar,risht,verbo,
amanecer,ba’,sust,
amanecer,các ba’cá,verbo,
amansar,dubrá’,verbo,
amante,curá’,sust,
amar,beyán’,verbo,
amargo,ba’cá,adj,
amargo,ba’gón’,adj,
amarillo,dút,sust,
amarillo,yiát,adj,
amarrado,in’uá,adj,
amarrar,in’,verbo,
amarrarse los cordones del zapato,cubuj,verbo,
amasado,cajduá,adj,
amasar,cajt,verbo,
ambulante,naúc naní’,adj,
amenazar,yuac,verbo,
amigo (a),yó’cua,sust,
amistad,morén’cra,sust,
amistoso,bu’gát,adj,
amontonado,shomú’,adj,
amontonar,crán’té’,verbo,
amontonar,munté’,verbo,
amontonar,shon,verbo,
ampararse,can’ új,verbo,
ampolla,tró’cá,sust,
añadido,úgue’shí,adj,
anaranjado,drajchína,adj,
anaranjado,drajchína át,adj,
ancho,manát,adj,
ancho,man’cá,adj,
anciano,xusúcran’xá,sust,
angosto,cúját,adj,
angosto,su’iát,adj,
angosto,tajgát,adj,
ángulo,drú’,sust,
ano,is cása,sust,
anoche,dujbí’c,adv,
anochecer,bu,verbo,
ante,huájgue’,posp,
anteayer,quibí bú’c,adv,
anteojos,ca’íshcra é’ua,sust,
antes,bíjta sáta,adv,
antes,nen’uájc,adv,
anudar,cubíj,verbo,
anzuelo,suc chíjua,sust,
apagar,són,verbo,
aparecer,bau’,verbo,
aparecido,bau’cá,adj,
apartamento,xon ú,sust,
apear,a’,verbo,
aplastado,cobotcá,adj,
aplastado,curasát,adj,
aplastar,cobot,verbo,
aplastar,chi’,verbo,
aplaudir,yuré’ chí’,sust,
apoyado,anté’shi,adj,
apoyo,an’crá,sust,
apoyo,anté’,sust,
aprender,crújc,verbo,
aprender,yá bín’,verbo,
aprender (de),bin’ (at),verbo,
aprender de memoria,crújc i sagrá ta,loc,
apretado,cajduá,adj,
apretar,bric,verbo,
apretar,cajt,verbo,
apurado,beshé’ua,adj,
"apurarse, apresurarse",béshe’,verbo,
aquel (referido a objetos no visibles),yá,dem,
aquí,hue’é,adv,
araña,curép,sust,
araña,ójc,sust,
árbol,crán’,sust,
árbol de calabazo,yún’cra,sust,
archivo,brá’ishcón’,sust,
arco,bútcra,sust,
arco,tun’crá,sust,
arco iris,yin’ú’s,sust,
arder,drup,verbo,
ardilla,bóc shuán’,sust,
ardilla,shuán’,sust,
ardilla voladora,bóc xít,sust,
ardor,drí’ drubrá,sust,
arena,up,sust,
arenoso,camshó’,adj,
arete,cuágaj é’ua,sust,
armadillo,xon,sust,
armario,cú’shi brá’ua,sust,
aroma,cóm,sust,
arrancado,cuajcá,adj,
arrancado,cuajuá,adj,
arrancar,cuaj,verbo,
arrastrado,shrédrua,adj,
arrastrar,shret,verbo,
arriba,ajdí,adv,
arriba,ucshí,adv,
arrodillado,cú’guishí,adj,
arrodillarse,cu’guí,adj,
arrodillarse,yá’ cu’guí,verbo,
arrojar,huec,verbo,
arrollar,tuin’,verbo,
arroz,susrút,sust,
arrugado,crú’s,adj,
asado,shí’ua,adj,
asar,shí’,verbo,
asegurarse,yá’ yri’ísha,verbo,
así,huá’shi,adv,
"así, de esa manera",yá’shi,adv,
asiento,te’crá,sust,
asma,sucsuí,sust,
asmático,sucsuí crán’,adj,
áspero,brujcá,adj,
astilla,crán’ ba,sust,
astilla,shóc,sust,
astringente,dabagón’,adj,
asustado,con’cá,adj,
asustado,con’í,adj,
asustado,cón’ua,adj,
asustado,yá’ cón’ca,adj,
asustar,cón’,verbo,
atascado,tubú’shi,adj,
ataúd,huá’p,sust,
atizar,saté’,verbo,
atol,ócchá,sust,
atorado,shejcá,adj,
atorarse,shej,verbo,
atrapado,sá’ua,adj,
atrapar,crújc,verbo,
atrapar,sá’,verbo,
atravesado,cajuní,adj,
aurora,ba’,sust,
avaricia,sus,sust,
avaro,suscrán’,adj,
avispa,srún’uá,sust,
axila,trucsháj,sust,
ayer,"bí’c, bí’c qui tá",adv,
ayuda,sáyu’uá,sust,
ayudado,sáyu’uá,adj,
ayudante,sayu’í,sust,
ayudar,sayú’,verbo,
azúcar,budíj,sust,
azúcar,quí budón’,sust,
azúcar,quí butcá,sust,
azúcar,up budón’,sust,
azul,hua’gát,adj,
azul índigo,tibícá,adj,
babosa,táp shí’,sust,
baboso,rodón’,adj,
bagazo,bajcrá cuá’s,sust,
bahía,quí drú’,sust,
bailar,cuic,verbo,
bajar algo,a’,verbo,
bajo,díaca,adv,
balsa,o’scra,sust,
"balsa, bote, embarcación. Por extensión, cualquier medio de transporte, automóvil, autobus",rú,sust,
bañado,yó’ua,adj,
banano,briduá,sust,
bañar,yó’,verbo,
"bañarse, ducharse",yá’ yó’,verbo,
banco,antáj,sust,
bañera,yá’ yó’cra,sust,
barba,ujsí,sust,
barbilla,shá’dij,sust,
barbudo,bí’c,sust,
barco,rú cri’é,sust,
barrer,shin’,verbo,
barrido,shin’uá,sust,
barro,surá’,sust,
"bastante, suficiente",breát,adv,
basura,uyún’,sust,
batea,crán’ shin’huá,sust,
batea,cú’shi tujguá,sust,
batido,subújguá,adj,
batir,subujc,verbo,
bautizarse,cá’ rójc bac,verbo,
bazo,nóm,sust,
beber,shújt,verbo,
beber,yan’,verbo,
bebido,yan’uá,adj,
besar,bu’s,verbo,
besar,busán’,verbo,
beso,busán’,sust,
bien,morén’,adv,
bijagua,shua’cá,sust,
bisabuela,dusó’,sust fem,
bisabuelo,duxasúj,sust masc,
bisnieta,dubríshba,sust,
bisnieto,dubríshba,sust,
blanco,suát,adj,
boa,racshíc,sust,
boca,cása,sust,
boca arriba,huaraní,adj,
boca del estómago,co’íj,sust,
bocadillo,shuganté’,sust,
bola,bas,sust,
bola,boát,sust,
bolsa de chorrear café́,crán’hua shíjua,sust,
"bonita, bello, hermoso",yá’mú’ra,adj,
borde,ban’,sust,
bordón,a’chí’ua,sust,
borracho,catarán’,adj,
borracho,quí’sujcá,adj,
Boruca,brún’cajc,sust,
bosque,crán’ súj,sust,
bostezar,huayúc,verbo,
botadero,biún’cra,sust,
bramar,huin’,verbo,
brasa,yicshuá’,sust,
bravo,ajcá,adj,
brazo,yécsa,sust,
brillante,bra’é,adj,
brillante,drajcá,adj,
brillar,drup,verbo,
brincar,shes,verbo,
bromear,cátua’,verbo,
bromista,cátua’súj,adj,
bruja,bichí,sust,
buscado,díua,adj,
buscar,dí,verbo,
buzo,su’guí,sust,
cabalgadura,bégua,sust,
caballo,rejré,sust,
caballo,sarócra,sust,
caber,bri’,verbo,
cabeza,sa,sust,
cabeza,sagrá,sust,
cacao,cáu’,sust,
cacarear,majt,verbo,
cachorro de perro,cuxí,sust,
cada una de las piedras del fogón,crish,sust,
cadáver,cojtcá,sust,
cadera,can’tájgua,sust,
caer,a’rí’,verbo,
caer,tru’,verbo,
café́,crán’hua,sust,
cafetera,dí’ brójua,sust,
caído,tru’cá,adj,
calabazo,có’,sust,
calabazo,shíua,sust,
calabazo,yún’,sust,
calambre,buc,sust,
calavera,sagrá det,sust,
calcular,dójc,verbo,
caldo,chá,sust,
calentar,ro’dé,verbo,
calentar,yiré’,verbo,
calentura,ché’,sust,
caliente,ro’,adj,
caliente,ro’cá,adj,
calmado,sí’sát,adj,
calor,ro’,sust,
calor,yión’,sust,
calvo,sabódat,adj,
calvo,saxí’,adj,
cama,antáj,sust,
cámara fotográfica,huic chíjgua,sust,
camarón,suá,sust,
camarón,xa’,sust,
camello,sarócra chén’ cubúj,sust,
caminar,dec,verbo,
camino,nén’,sust,
camisa,é’ua,sust,
camote,únca budón’,sust,
campamento,sú’c,sust,
campo,sú’c,sust,
cana,sasrúya,sust,
caña,bat,sust,
caña de azúcar,bajyrá,sust,
canalete,mamrá’ua,sust,
canasta,co’crán’,sust,
candela,bút,sust,
cangrejo,cróc,sust,
cansado,yrojcá,adj,
cansar,yáj,verbo,
cansar,yój,verbo,
cansar,yroj,verbo,
cantar,tabáyen’,verbo,
canto,tabáyen’,sust,
cara,ca’ísh,sust,
caracol,crú,sust,
caracol de tierra,yabá’ cabá’,sust,
carácter,cahuí’cra,sust,
característica,cahuí’cra,sust,
carbón,ríshencrá,sust,
carbón,yicshuá’,sust,
cárcel,cú’,sust,
carga,on’,sust,
cargado,té’shi,adj,
cargar,te’shíj,verbo,
carne,urán’,sust,
carta,ó’c cuá’s,sust,
casa,ú,sust,
casado,dó’ua,adj,
casarse,yá’ dó’,verbo,
cascajo,can’shój,sust,
cáscara,cuá’s,sust,
castigado,bajduá,sust,
castigar,tabajc,verbo,
castigo,bajdí,sust,
castrar,cúp chijc,verbo,
castrar,surej,verbo,
catarata,cán’rán’,sust,
caucho,crán’urí’s,sust,
cazado,sá’ua,adj,
cazador,dabán’,sust,
cazar,ái’,verbo,
cazar,sá’,verbo,
cazar,yaba’chíc,verbo,
ceja,ca’ísh shíj,sust,
"cele, verde (frutas)",uriát,adj,
cementerio,cojtcá ígui ú,sust,
ceniza,brún’,sust,
centro,chíbij,sust,
centro del ano,is bródij,sust,
cepillo,cá’sh,sust,
cera,bút,sust,
cera de abeja,butchá,sust,
cerbatana,bót cúp,sust,
cerbatana,crán’ bot,sust,
cerca,ecchíshi,adv,
cerdo,cúchi,sust,
cerebro,dobó’t,sust,
cerrado,du’shí,adj,
cerrar,du’,verbo,
chato,shis curé,adj,
chicha,yubú’,sust,
chicharra,co’shcuá,sust,
chicharrón,cúchi cuá’s,sust,
chiflón,crán’,sust,
chile,yabá’,sust,
chismoso,cá’tu’á,adj,
chocolate,cáu’ u’uá,sust,
chofer,rú bac,sust,
chorrear,oj,verbo,
chupado,yajduá,adj,
chupar,yájt,verbo,
ciego,tué’t,adj,
cielo,các,sust,
ciempiés,cobá’,sust,
científico,huiíj,sust,
cigarra,yuí’s,sust,
cima,drú’,sust,
cima de un cerro o de una altura,drun’,sust,
cinco,shishcán’,num,
cintura,ín’cra,sust,
cinturón,in’uá,sust,
cinturón,suámca,sust,
circular,basát,adj,
círculo,bas,sust,
círculo,shén’,sust,
clarament,bá’ratcá,adv,
claridad,các dát,sust,
claro,ba’gát,adj,
claro,cratcá,adj,
claro en el bosque,các dát,sust,
clavado,xaní,adj,
clavar,xán’,verbo,
clavícula,cuícxa,sust,
clavo,xán’ ua,sust,
clírotis,shuá’ cuátcua,sust,
clítoris,cróc cuátcua,sust,
clueca,shuajcshí,adv,
cobarde,ájc baguí’shi,adj,
cobija,run’uá,sust,
cobijado,run’í,adj,
cobijar,run’,verbo,
cocina,drí’,sust,
cocina,yítan’,sust,
cocinado,drí’ua,adj,
cocinar,drí’,verbo,
cocinera,drí’í,sust,
cocinera,rí’shoíj,sust,
coco,siahuá,sust,
coger,crújc,verbo,
cojeando,cui’scui’s,adv,
cojear,cui’s,verbo,
cojear,ri’c,verbo,
cojo,cui’s,adj,
cola,cuanxá,sust,
colado,shijguá,adj,
colador,shijbrá’ua,sust,
colar,shij,verbo,
colchón,anté’ua,sust,
colega,catájgua,sust,
colgado,bin’ raní,adj,
colgado,bin’ uá,adj,
colgado,crú’chiní,adj,
colgar,bin’,verbo,
colgar,in’,verbo,
colibrí,brun’xú’s,sust,
cólico,shucran’,sust,
collar,shuyrá,sust,
collar hecho con huesos,rá’ casa,sust,
colmena,bút ú,sust,
colon (parte del intestino),mun,sust,
colorido,drubrajé,adj,
columna vertebral,cuá’det,sust,
comadreja,réj,sust,
comal,cuam,sust,
combatir,yá’ ái’,verbo,
combinado,oc,adj,
combinado,sayuá,adj,
combustible,yícra tojgua,sust,
comején,sagrá turinát xít,sust,
comején,yrí,sust,
comer,tú’,verbo,
comer cosas duras,ya’dé,verbo,
comer frutas,ba’s,verbo,
cometa,umrá cuan,sust,
cometa,umrá shuá’,sust,
comida,ya’dé,sust,
comida,ya’dé,sust,
como,dójcre,posp,
como,dó’sh,adv,
como,iní’,adv,
cómo,iní’shi,part interr,
cómo,íshen’,interr,
compañero,bú’gua,sust,
compañero,yá’ braí,sust,
compañero,yá’braíj,sust,
completamente,huá’xe,adv,
completar,caré,verbo,
completo,huá’xi,adj,
comprar,ton’,verbo,
comprobar,huí,verbo,
con,é’ dé,posp,
con,man’,posp,
con facilidad,huajgre,adv,
"con gusto, gustosamente",yen’é,adv,
con náuseas,huararó’át,adj,
concha,shús,sust,
condimento,comné’ua,sust,
conducir,huajté’,verbo,
conejo,bíjt,sust,
confesarse (con un sacerdote),yá’ yuac (caban’ cá),verbo,
confite,budíj,sust,
confundir,tubu’,verbo,
congelarse,sejré’,verbo,
conocer,huí,verbo,
conservado,brá’ca,adj,
conservar,brá’,verbo,
contar,cácyuac,verbo,
contar números,shán’,verbo,
contestar,ché,verbo,
contra,xayén,posp,
conversar,cácyuac,verbo,
"conversar en voz muy alta, hacer bulla",uré’raré’,verbo,
copete,bíjca,sust,
corazón,cuisíj,sust,
corazón (de un árbol),tri’,sust,
corazón de algo (de una fruta),chíbij,sust,
corazón de un árbol,crán’ trí’,sust,
cornudo,crán’súj,adj,
coronilla,sagrá tubún’,sust,
correr,decyú’,verbo,
corretear,degó’,verbo,
